324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,324,324,324,324,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,324,324,324
324,324,324,324,324,324,324,324,324,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,324,324,324
324,324,324,324,324,324,324,324,324,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,324,324,324
324,324,324,324,324,324,324,324,324,519,519,519,722,659,644,645,647,644,645,647,644,645,647,647,644,645,647,644,645,652,519,519,519,324,324,324
324,324,324,324,324,324,324,324,324,519,519,519,754,756,324,324,324,324,324,385,386,387,390,391,388,389,390,391,386,387,519,519,519,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,788,324,324,324,324,324,513,418,419,422,423,420,421,422,423,418,419,519,519,519,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,820,324,324,324,324,324,577,519,519,519,519,519,519,519,519,519,519,519,519,519,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,324,324,324,324,324,324,609,519,519,519,519,519,519,519,519,519,519,519,519,519,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,324,324,324,324,324,324,545,519,519,519,519,519,519,519,519,519,519,519,519,519,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,324,324,324,324,324,324,577,519,519,519,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,324,324,324,324,324,324,609,519,519,519,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,324,324,324,324,324,715,717,519,519,519,408,409,408,409,396,397,400,401,723,724,324,324,324
324,324,324,324,324,519,519,519,519,519,519,519,519,324,324,324,324,324,747,749,519,519,519,440,441,440,441,428,429,432,433,755,852,324,324,324
324,324,324,324,324,324,324,324,519,519,519,324,324,324,324,324,324,324,779,519,519,519,519,519,519,519,519,519,519,519,519,519,916,324,324,324
324,324,324,324,324,324,324,324,519,519,519,324,324,324,324,324,324,324,811,519,519,519,519,519,519,519,519,519,519,519,519,519,948,324,324,324
324,324,324,324,324,324,324,324,519,519,519,324,324,324,324,324,324,324,747,519,519,519,519,519,519,519,519,519,519,519,519,519,756,324,324,324
324,324,324,324,324,324,324,324,519,519,519,324,324,324,324,324,324,324,779,519,519,519,519,519,519,519,519,519,519,519,519,519,916,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,811,519,519,519,519,519,519,519,519,519,519,519,519,519,948,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,747,519,519,519,519,519,519,519,519,519,519,519,519,519,916,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,843,519,519,519,519,519,519,519,519,519,519,519,519,519,948,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,843,519,519,519,519,519,519,519,519,519,519,519,519,519,756,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,747,519,519,519,519,519,519,519,519,519,519,519,519,519,916,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,779,519,519,519,519,519,519,519,519,519,519,519,519,519,948,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,811,519,519,519,519,519,519,519,519,519,519,519,519,519,756,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,747,519,519,519,519,519,519,519,519,519,519,519,519,519,756,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,875,519,519,519,519,519,519,519,519,519,519,519,519,519,916,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,907,519,519,519,519,519,519,519,519,519,519,519,519,519,948,324,324,324
324,324,324,519,519,519,519,519,519,519,519,519,324,324,324,324,324,324,939,519,519,519,519,519,519,519,519,519,519,519,519,519,756,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,971,972,973,974,972,973,974,975,976,977,972,973,974,975,980,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324
