26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
26,26,48,49,49,49,52,26,26,26,26,26,26,26,48,49,49,52,26,26
26,26,71,96,96,96,75,26,26,26,232,234,26,26,94,72,72,75,26,26
26,26,94,119,96,96,98,26,26,26,94,98,26,26,117,72,72,75,26,26
26,26,117,119,119,119,95,50,50,50,95,95,50,50,72,96,72,75,26,26
26,26,71,119,119,119,95,142,142,142,142,142,142,96,96,141,96,75,26,26
26,26,71,95,95,95,121,163,163,163,163,163,163,94,75,163,140,144,26,26
26,26,140,141,72,73,144,26,186,142,187,26,26,94,75,26,163,163,26,26
26,26,163,164,71,98,163,213,209,209,210,26,26,71,75,26,26,26,26,26
26,26,26,26,94,75,213,370,371,372,14,26,48,58,58,51,49,52,26,26
26,26,26,26,140,138,193,393,394,395,190,151,73,95,95,95,95,75,26,26
26,26,26,26,163,138,216,416,417,418,190,151,117,95,80,95,95,98,26,26
26,26,4,138,138,138,26,439,440,441,14,213,140,141,142,119,95,144,26,26
26,26,48,49,52,26,9,32,32,26,9,26,163,163,163,94,98,163,26,26
26,26,94,73,75,26,26,48,52,26,26,26,26,26,26,94,98,26,26,26
26,26,94,72,73,49,49,72,72,49,49,49,49,49,49,95,73,51,52,26
26,26,140,141,142,143,141,142,143,141,141,142,142,142,142,142,142,142,144,26
26,26,163,164,165,166,167,163,164,165,166,167,163,164,165,166,167,163,163,26
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
